project_id,project_type,project_location,total_area_sqft,num_floors,construction_type,foundation_type,material_quality_index,labor_cost_index,material_cost_index,inflation_rate,equipment_cost,contractor_experience_years,avg_temperature,rainfall_index,weather_delay_days,complexity_score,risk_index,resource_utilization_rate,total_project_cost,cost_category
6225,Commercial,Rural,12445,10,RCC,Strip,0.834,0.983,2.002,7.01,68629,28,29.08,0.231,35,0.787,0.97,0.911,18146021,Medium
6226,Commercial,Urban,17278,7,RCC,Strip,0.637,1.598,1.57,5.4,10460,9,39.52,0.739,0,0.988,0.194,0.912,24562576,High
6227,Residential,Urban,3548,7,Hybrid,Raft,0.51,1.291,2.179,8.47,140642,18,15.34,0.415,33,0.349,0.862,0.6,5310841,Low
6228,Residential,Rural,1022,10,Hybrid,Pile,0.533,1.652,2.344,3.3,142752,25,36.92,0.502,3,0.471,0.393,0.829,1575706,Low
6229,Commercial,Semi-Urban,11601,5,Hybrid,Pile,0.979,1.108,2.435,7.91,35309,10,15.36,0.537,40,0.481,0.689,0.532,37229566,High
6230,Residential,Urban,9241,9,Hybrid,Strip,0.673,1.19,0.968,6.32,117201,5,25.62,0.773,34,0.379,0.668,0.883,10472922,Low
6231,Residential,Urban,18352,7,Hybrid,Strip,0.934,1.876,2.295,6.67,153893,15,37.91,0.788,52,0.363,0.393,0.653,46080264,High
6232,Commercial,Urban,13174,7,Hybrid,Strip,0.98,1.306,1.183,8.92,182032,25,31.46,0.141,30,0.305,0.149,0.615,24256875,High
6233,Commercial,Urban,18305,12,Steel,Strip,0.972,1.509,1.475,6.5,199800,20,29.58,0.303,32,0.926,0.234,0.839,46205233,High
6234,Commercial,Urban,785,14,RCC,Strip,0.941,0.928,1.387,7.78,26585,24,22.84,0.573,4,0.719,0.609,0.956,1245544,Low
6235,Commercial,Semi-Urban,19629,3,Hybrid,Raft,0.947,1.015,1.948,3.92,48402,24,39.15,0.33,42,0.432,0.954,0.521,44918214,High
6236,Industrial,Rural,12457,1,Steel,Pile,0.645,0.843,1.816,7.86,180973,19,19.21,0.133,42,0.406,0.933,0.572,18537739,Medium
6237,Industrial,Semi-Urban,7608,14,RCC,Raft,0.576,1.309,0.985,7.57,184698,21,21.75,0.408,10,0.672,0.202,0.628,7608159,Low
6238,Commercial,Semi-Urban,15490,14,RCC,Raft,0.82,1.987,2.131,8.81,94153,10,26.32,0.218,31,0.758,0.888,0.964,39254870,High
6239,Residential,Urban,18329,5,RCC,Strip,0.744,1.849,1.547,8.61,83101,17,18.16,0.143,46,0.402,0.31,0.939,24010915,High
6240,Commercial,Semi-Urban,6337,8,Hybrid,Raft,0.549,1.559,0.804,4.28,134622,29,25.59,0.304,0,0.478,0.919,0.954,7251752,Low
6241,Commercial,Urban,15532,5,Hybrid,Pile,0.839,1.833,1.505,5.79,97051,6,15.98,0.3,42,0.432,0.783,0.689,46903401,High
6242,Residential,Semi-Urban,1966,10,Hybrid,Strip,0.781,1.513,1.678,8.47,86772,9,38.1,0.097,5,0.27,0.965,0.616,3309666,Low
6243,Industrial,Urban,9606,3,RCC,Pile,0.932,1.243,0.917,6.84,40740,28,23.05,0.584,27,0.509,0.498,0.596,18520802,Medium
6244,Commercial,Urban,8979,9,RCC,Raft,0.805,1.008,1.057,5.78,50913,17,30.85,0.314,16,0.627,0.758,0.941,12750642,Medium
6245,Commercial,Semi-Urban,10780,2,Steel,Strip,0.787,1.584,2.489,3.65,19162,18,36.76,0.173,49,0.724,0.762,0.616,25226374,High
6246,Industrial,Semi-Urban,6432,3,Steel,Pile,0.72,1.032,2.281,5.11,46697,14,35.46,0.819,10,0.533,0.547,0.765,15407736,Medium
6247,Industrial,Rural,10496,12,Steel,Pile,0.731,1.301,1.027,6.99,101538,23,36.83,0.003,40,0.987,0.977,0.666,19886204,Medium
6248,Residential,Rural,1678,4,Steel,Strip,0.977,1.791,1.787,7.66,182501,6,33.01,0.454,26,0.701,0.319,0.749,3462914,Low
6249,Industrial,Rural,3051,10,RCC,Pile,0.569,0.955,1.445,5.68,22124,26,19.84,0.435,11,0.909,0.988,0.673,3569621,Low
6250,Industrial,Semi-Urban,16525,1,Hybrid,Strip,0.723,0.955,1.724,3.34,68390,11,24.16,0.671,12,0.933,0.831,0.646,30665122,High
6251,Industrial,Semi-Urban,10280,11,Hybrid,Strip,0.828,1.069,1.6,6.8,64227,19,27.8,0.389,30,0.857,0.654,0.714,22344942,High
6252,Residential,Urban,10648,4,Hybrid,Raft,0.717,1.462,0.882,8.53,184608,16,23.42,0.513,34,0.416,0.168,0.666,14383326,Medium
6253,Industrial,Rural,10467,4,Hybrid,Pile,0.642,1.102,1.336,5.98,115277,2,38.88,0.908,24,0.545,0.333,0.92,16461585,Medium
6254,Industrial,Urban,5362,9,Steel,Strip,0.644,1.404,1.013,8.57,47687,7,35.17,0.168,29,0.2,0.857,0.79,7714363,Low
6255,Residential,Urban,9679,8,RCC,Raft,0.617,1.162,1.631,5.12,129215,26,34.97,0.106,35,0.561,0.755,0.588,10316589,Low
6256,Industrial,Urban,6355,2,Hybrid,Raft,0.672,1.407,2.342,8.32,45326,26,24.03,0.747,20,0.435,0.966,0.618,18241663,Medium
6257,Industrial,Urban,18087,13,RCC,Strip,0.936,1.133,2.492,7.72,138701,21,33.87,0.743,47,0.29,0.457,0.527,38992635,High
6258,Residential,Rural,1619,7,Steel,Strip,0.753,1.976,2.405,8.77,99114,6,30.35,0.92,54,0.871,0.905,0.65,3605610,Low
6259,Commercial,Urban,4475,6,Steel,Pile,0.62,1.391,2.476,7.75,198496,15,24.38,0.983,35,0.739,0.876,0.835,12214917,Medium
6260,Residential,Semi-Urban,13419,7,Hybrid,Pile,0.692,1.692,0.826,4.93,170396,25,22.71,0.384,27,0.999,0.97,0.591,22013540,High
6261,Industrial,Semi-Urban,10102,11,Hybrid,Pile,0.553,1.641,2.04,8.4,33206,13,34.72,0.377,26,0.599,0.345,0.55,22534318,High
6262,Industrial,Semi-Urban,13195,4,Steel,Strip,0.952,1.389,1.264,7.02,125635,7,29.92,0.905,11,0.465,0.545,0.661,26144785,High
6263,Industrial,Rural,1792,14,Steel,Raft,0.704,1.087,2.272,3.97,11032,20,15.92,0.861,9,0.411,0.173,0.806,2846884,Low
6264,Residential,Urban,9886,14,RCC,Raft,0.99,1.413,2.183,3.28,157336,27,15.54,0.375,25,0.548,0.632,0.736,20418946,Medium
6265,Industrial,Rural,10640,5,Steel,Strip,0.674,1.617,1.52,5.2,59012,25,36.05,0.076,28,0.448,0.759,0.666,15320802,Medium
6266,Industrial,Urban,19101,6,RCC,Pile,0.918,1.352,1.605,7.72,104014,3,17.25,0.581,44,0.993,0.314,0.941,52010615,High
6267,Residential,Rural,12272,9,Steel,Raft,0.628,0.898,1.251,6.71,100896,15,27.98,0.269,5,0.346,0.253,0.734,8368359,Low
6268,Commercial,Rural,7090,2,RCC,Raft,0.538,0.822,1.291,6.16,68493,20,30.22,0.909,24,0.215,0.676,0.728,4741381,Low
6269,Commercial,Urban,14477,11,Steel,Pile,0.516,1.193,2.468,3.02,128913,26,37.9,0.806,7,0.304,0.454,0.516,22184617,High
6270,Industrial,Rural,17901,9,Steel,Raft,0.803,0.98,2.311,5.61,21333,3,27.86,0.901,10,0.913,0.484,0.82,39918606,High
6271,Residential,Urban,5676,10,RCC,Pile,0.656,1.887,1.126,3.95,146954,26,19.85,0.081,16,0.755,0.524,0.73,8231908,Low
6272,Industrial,Semi-Urban,12899,1,RCC,Raft,0.722,1.011,1.268,5.73,106690,27,21.52,0.865,37,0.827,0.56,0.573,16670979,Medium
6273,Residential,Semi-Urban,7147,4,Hybrid,Raft,0.909,1.273,0.985,8.95,27639,15,16.22,0.593,46,0.456,0.276,0.622,10438466,Low
6274,Residential,Semi-Urban,6515,12,Hybrid,Raft,0.624,1.654,2.481,8.28,72663,28,20.55,0.215,12,0.698,0.62,0.601,12302337,Medium
6275,Commercial,Rural,16345,5,Steel,Pile,0.654,1.779,2.342,4.86,118092,3,35.38,0.301,40,0.766,0.162,0.561,32456417,High
6276,Commercial,Semi-Urban,18973,9,Steel,Raft,0.923,1.373,1.739,6.56,23479,28,33.92,0.457,14,0.461,0.202,0.718,37143285,High
6277,Residential,Urban,2556,6,RCC,Raft,0.746,1.017,1.978,6.01,53790,15,17.05,0.628,18,0.78,0.74,0.682,3900024,Low
6278,Industrial,Semi-Urban,12676,4,Steel,Raft,0.914,1.125,2.072,3.78,37858,1,26.99,0.233,18,0.704,0.758,0.68,33389284,High
6279,Commercial,Semi-Urban,10503,2,Hybrid,Strip,0.687,1.303,1.146,8.94,195084,21,22.55,0.207,9,0.437,0.34,0.626,13731781,Medium
6280,Industrial,Rural,14247,5,RCC,Raft,0.699,1.238,2.389,5.55,160364,20,31.25,0.892,27,0.242,0.266,0.718,18970273,Medium
6281,Commercial,Urban,3614,8,Steel,Raft,0.584,1.218,1.695,6.03,9005,11,39.03,0.845,36,0.39,0.149,0.774,5039495,Low
6282,Commercial,Rural,13942,8,RCC,Pile,0.958,0.958,0.957,6.89,162771,25,30.77,0.767,24,0.696,0.477,0.806,17707055,Medium
6283,Industrial,Rural,7883,6,Hybrid,Pile,0.948,1.896,1.475,4.15,106460,4,33.64,0.761,14,0.679,0.558,0.61,25585591,High
6284,Commercial,Urban,2129,11,Hybrid,Strip,0.992,0.836,1.823,4.33,160910,19,24.95,0.766,34,0.606,0.91,0.864,5392074,Low
6285,Commercial,Rural,18427,1,Hybrid,Pile,0.701,1.328,1.4,4.16,165144,22,15.82,0.924,15,0.401,0.102,0.514,25977819,High
6286,Industrial,Urban,18788,8,Steel,Pile,0.909,1.976,1.989,5.31,39025,28,25.45,0.844,36,0.556,0.465,0.875,69956177,High
6287,Commercial,Semi-Urban,18320,4,Steel,Pile,0.707,1.592,2.299,4.2,127632,28,27.77,0.389,26,0.315,0.477,0.641,37062082,High
6288,Commercial,Urban,3817,14,Steel,Strip,0.727,1.226,2.112,8.56,42864,10,27.32,0.471,4,0.73,0.898,0.685,8508961,Low
6289,Commercial,Urban,11751,2,Steel,Strip,0.915,0.975,1.893,7.29,37983,27,20.84,0.605,58,0.895,0.276,0.79,26050434,High
6290,Industrial,Urban,4616,1,Steel,Raft,0.589,1.957,1.671,8.39,158546,21,26.87,0.476,23,0.571,0.16,0.805,9636536,Low
6291,Residential,Rural,10123,7,Steel,Raft,0.61,0.817,1.233,8.09,59616,4,32.95,0.297,1,0.37,0.443,0.711,7164235,Low
6292,Industrial,Urban,6623,2,Hybrid,Pile,0.657,1.618,1.573,7.22,63541,16,22.79,0.861,39,0.862,0.651,0.969,19323022,Medium
6293,Residential,Urban,3561,13,Hybrid,Raft,0.894,1.856,1.298,4.46,43948,1,30.85,0.803,48,0.45,0.872,0.929,9230268,Low
6294,Commercial,Urban,8589,4,Steel,Raft,0.686,0.83,2.388,6.69,186126,27,18.83,0.39,52,0.675,0.342,0.613,15834526,Medium
6295,Residential,Semi-Urban,4231,4,Hybrid,Strip,0.679,1.67,2.342,4.12,14744,13,21.95,0.115,34,0.26,0.326,0.794,6725340,Low
6296,Industrial,Urban,6827,13,RCC,Strip,0.999,1.999,1.065,3.79,24318,19,37.1,0.005,52,0.774,0.393,0.86,15231683,Medium
6297,Industrial,Rural,16861,10,Steel,Raft,0.692,1.568,2.198,6.8,178864,14,30.67,0.092,56,0.569,0.206,0.608,32608564,High
6298,Commercial,Urban,16407,1,RCC,Raft,0.624,1.298,1.995,6.75,171207,13,17.15,0.155,59,0.539,0.979,0.509,27842279,High
6299,Residential,Urban,2546,2,Steel,Raft,0.812,1.849,2.458,3.94,151744,29,21.62,0.658,58,0.948,0.587,0.988,7614996,Low
6300,Commercial,Semi-Urban,11832,1,Steel,Pile,0.901,1.465,1.588,5.11,183644,4,39.85,0.22,32,0.593,0.345,0.979,26952914,High
6301,Commercial,Urban,5564,6,Hybrid,Strip,0.535,1.699,2.028,3.4,72628,10,21.75,0.635,53,0.213,0.426,0.66,8479188,Low
6302,Industrial,Rural,9945,13,RCC,Raft,0.809,1.505,1.68,7.29,151504,27,29.51,0.328,41,0.968,0.879,0.62,20601091,Medium
6303,Residential,Urban,1222,3,Hybrid,Raft,0.518,0.846,0.918,8.92,172276,8,28.76,0.895,31,0.21,0.706,0.577,1346025,Low
6304,Residential,Rural,13789,1,Steel,Pile,0.763,1.056,0.88,7.44,194319,9,25.06,0.469,59,0.629,0.598,0.844,15783273,Medium
6305,Residential,Semi-Urban,15710,12,RCC,Strip,0.628,0.895,1.008,8.06,108532,14,15.84,0.673,31,0.707,0.752,0.878,11533367,Medium
6306,Residential,Urban,8064,8,Steel,Pile,0.653,0.928,1.304,5.86,148706,8,22.11,0.461,15,0.916,0.78,0.71,11758965,Medium
6307,Commercial,Semi-Urban,8775,14,Hybrid,Pile,0.734,0.818,1.24,3.57,44766,25,38.83,0.913,44,0.743,0.275,0.621,12596588,Medium
6308,Commercial,Urban,4319,12,Steel,Raft,0.964,1.305,2.038,7.36,18449,26,15.48,0.687,37,0.849,0.243,0.724,12946258,Medium
6309,Industrial,Rural,3864,14,Steel,Pile,0.855,1.014,2.017,4.54,86077,1,32.89,0.642,44,0.816,0.97,0.758,10381584,Low
6310,Commercial,Semi-Urban,4818,4,Hybrid,Pile,0.968,1.827,2.451,5.33,138931,11,37.32,0.592,43,0.371,0.267,0.772,16858216,Medium
6311,Commercial,Urban,19664,10,Steel,Raft,0.83,1.7,1.328,7.22,143543,16,34.06,0.989,22,0.76,0.518,0.722,44700815,High
6312,Industrial,Rural,11979,7,RCC,Strip,0.504,1.488,2.395,8.43,163022,1,23.08,0.685,25,0.71,0.985,0.502,16674561,Medium
6313,Industrial,Semi-Urban,7898,10,Hybrid,Raft,0.633,1.387,1.842,5.92,36233,19,28.01,0.754,57,0.395,0.475,0.736,14410520,Medium
6314,Industrial,Urban,2952,2,Steel,Strip,0.953,1.107,1.642,8.77,117719,29,36.69,0.082,4,0.303,0.563,0.674,6420068,Low
6315,Commercial,Semi-Urban,925,6,Hybrid,Pile,0.822,1.37,1.935,6.12,120829,20,39.39,0.814,6,0.801,0.819,0.778,2849245,Low
6316,Commercial,Urban,14365,6,Steel,Pile,0.991,1.569,1.995,3.74,183437,18,17.43,0.597,33,0.977,0.406,0.535,54211521,High
6317,Industrial,Rural,14007,7,Hybrid,Raft,0.578,1.739,1.092,6.11,88023,26,18.11,0.337,49,0.791,0.488,0.94,21216637,Medium
6318,Industrial,Rural,9299,12,Hybrid,Raft,0.648,0.898,2.078,8.16,34272,7,38.9,0.582,9,0.8,0.399,0.938,15037303,Medium
6319,Industrial,Semi-Urban,2624,1,RCC,Raft,0.681,1.65,2.033,6.23,124340,9,36.82,0.626,55,0.333,0.359,0.782,4848337,Low
6320,Commercial,Semi-Urban,18184,14,Hybrid,Pile,0.663,1.691,2.496,7.49,19601,27,20.28,0.26,21,0.398,0.525,0.869,45846356,High
6321,Commercial,Urban,5515,12,RCC,Pile,0.626,1.471,2.35,6.29,85890,6,39.25,0.437,20,0.669,0.771,0.719,11534450,Medium
6322,Residential,Rural,9157,1,Hybrid,Strip,0.722,1.057,1.964,6.28,67195,20,20.23,0.721,18,0.225,0.881,0.795,10403628,Low
6323,Commercial,Urban,18848,2,Hybrid,Raft,0.821,1.447,2.011,4.71,46352,6,17.21,0.226,51,0.734,0.523,0.809,52890427,High
6324,Commercial,Rural,11231,14,Steel,Pile,0.656,1.403,2.408,4.21,21351,1,32.05,0.836,55,0.316,0.389,0.677,19654586,Medium
6325,Commercial,Semi-Urban,19244,11,Steel,Strip,0.54,1.371,2.444,4.67,98471,6,28.49,0.078,41,0.531,0.92,0.98,30000526,High
6326,Industrial,Urban,18923,2,Steel,Raft,0.854,1.353,2.206,5.65,150409,16,20.99,0.581,38,0.456,0.402,0.801,56063148,High
6327,Commercial,Urban,16808,5,Hybrid,Raft,0.73,0.933,2.105,7.86,23196,4,38.21,0.38,44,0.285,0.798,0.995,34079180,High
6328,Industrial,Rural,18068,1,Hybrid,Strip,0.778,1.019,0.989,7.97,68983,3,25.11,0.053,24,0.663,0.774,0.716,25835055,High
6329,Residential,Rural,15143,11,RCC,Strip,0.728,0.917,2.212,3.98,13066,22,25.07,0.774,12,0.489,0.145,0.516,12855204,Medium
6330,Residential,Rural,4434,2,RCC,Strip,0.945,1.091,1.23,6.32,98532,9,30.8,0.547,42,0.235,0.26,0.651,4127003,Low
6331,Industrial,Semi-Urban,11909,6,RCC,Pile,0.779,1.116,1.758,5.5,77425,24,20.77,0.715,18,0.556,0.616,0.825,21632009,Medium
6332,Industrial,Urban,8672,3,Steel,Raft,0.962,1.094,1.489,6.43,141147,24,29.67,0.38,53,0.672,0.881,0.955,23712891,High
6333,Industrial,Rural,1277,4,Steel,Raft,0.755,1.053,1.388,6.89,8783,25,24.1,0.86,6,0.304,0.635,0.808,1842327,Low
6334,Commercial,Semi-Urban,16405,1,RCC,Strip,0.646,1.683,1.327,4.68,60019,22,32.38,0.084,30,0.668,0.768,0.736,20062499,Medium
6335,Residential,Rural,2918,5,Hybrid,Pile,0.678,1.782,2.254,8.52,15710,8,21.19,0.233,1,0.442,0.761,0.54,5725671,Low
6336,Industrial,Urban,12954,4,Steel,Strip,0.761,1.193,2.108,8.61,83580,7,19.64,0.795,43,0.408,0.545,0.572,28878568,High
6337,Commercial,Rural,2939,8,Steel,Pile,0.765,1.166,1.69,3.63,139775,12,21.25,0.955,44,0.836,0.605,0.527,5789406,Low
6338,Residential,Urban,8304,3,RCC,Raft,0.844,1.813,1.93,7.22,197021,1,38.4,0.846,3,0.574,0.164,0.856,16209481,Medium
6339,Commercial,Semi-Urban,13523,10,Steel,Raft,0.612,1.549,2.474,3.2,10411,22,36.23,0.231,0,0.502,0.935,0.916,26462640,High
6340,Residential,Semi-Urban,15326,1,RCC,Pile,0.829,1.152,1.476,3.28,199318,12,35.72,0.349,51,0.85,0.707,0.582,22667505,High
6341,Commercial,Rural,13712,14,Steel,Raft,0.889,1.656,1.737,8.75,28160,16,34.52,0.765,46,0.928,0.239,0.663,30822432,High
6342,Residential,Urban,2489,13,Hybrid,Raft,0.838,1.214,1.707,7.17,180199,14,30.92,0.946,59,0.452,0.32,0.74,5113421,Low
6343,Residential,Urban,8368,10,Hybrid,Strip,0.741,1.504,2.391,4.95,94064,11,17.46,0.289,49,0.24,0.104,0.571,13814686,Medium
6344,Commercial,Urban,9758,5,Steel,Pile,0.996,1.991,1.398,7.02,19289,20,23.12,0.386,22,0.633,0.338,0.708,31428553,High
6345,Industrial,Rural,1444,14,RCC,Raft,0.702,1.162,2.477,8.08,158273,19,29.05,0.023,46,0.772,0.385,0.983,2789057,Low
6346,Residential,Urban,18781,1,Steel,Raft,0.553,1.917,1.318,8.23,66096,19,17.64,0.504,16,0.67,0.715,0.86,25486064,High
6347,Industrial,Urban,5650,11,RCC,Pile,0.911,1.185,0.985,3.12,175840,13,15.75,0.088,21,0.75,0.529,0.583,11865551,Medium
6348,Commercial,Urban,18581,5,Steel,Raft,0.606,1.448,1.125,7.91,131695,12,17.34,0.086,34,0.717,0.859,0.549,29772953,High
6349,Industrial,Urban,11506,9,Hybrid,Pile,0.857,1.352,1.525,8.12,189781,10,17.7,0.761,7,0.965,0.178,0.723,37200332,High
6350,Industrial,Rural,11180,5,Hybrid,Pile,0.589,1.74,1.905,6.57,194181,15,17.74,0.344,55,0.893,0.736,0.994,26167044,High
6351,Industrial,Rural,15704,2,Steel,Strip,0.508,0.873,1.679,5.88,164097,29,19.75,0.936,59,0.305,0.887,0.897,13945995,Medium
6352,Industrial,Urban,2165,13,Steel,Pile,0.58,1.553,1.44,3.67,73966,29,27.48,0.716,54,0.562,0.479,0.647,4387431,Low
6353,Industrial,Urban,13311,2,Steel,Strip,0.688,1.713,1.755,4.44,48403,28,22.14,0.295,6,0.564,0.36,0.513,25480529,High
6354,Residential,Semi-Urban,9451,10,Hybrid,Raft,0.553,1.367,2.226,5.94,133798,13,36.5,0.682,0,0.565,0.501,0.706,13092862,Medium
6355,Residential,Semi-Urban,10849,9,Hybrid,Pile,0.599,0.926,2.226,8.19,148214,13,36.9,0.866,24,0.945,0.81,0.58,19095308,Medium
6356,Residential,Urban,10043,12,RCC,Strip,0.882,1.094,2.035,7.82,121590,24,38.01,0.436,50,0.462,0.927,0.59,14989375,Medium
6357,Commercial,Urban,9960,14,Steel,Pile,0.885,1.616,2.419,5.98,141017,15,26.78,0.562,23,0.691,0.159,0.581,33784076,High
6358,Industrial,Semi-Urban,2285,5,Steel,Raft,0.909,1.875,1.803,7.71,106633,17,34.35,0.217,49,0.917,0.576,0.86,7657956,Low
6359,Residential,Semi-Urban,6448,11,Hybrid,Strip,0.921,1.306,0.813,7.59,104731,23,29.77,0.402,32,0.24,0.676,0.518,7771584,Low
6360,Commercial,Urban,14998,8,Steel,Strip,0.71,1.472,1.295,6.47,190574,11,18.61,0.579,10,0.903,0.116,0.782,23678106,High
6361,Residential,Rural,19491,10,RCC,Strip,0.934,1.074,1.358,4.32,31771,10,30.89,0.615,31,0.812,0.263,0.876,19939068,Medium
6362,Residential,Rural,3130,4,Steel,Raft,0.763,1.295,1.73,5.09,106921,4,35.93,0.72,28,0.366,0.156,0.578,4141143,Low
6363,Industrial,Urban,8160,2,Hybrid,Strip,0.735,1.204,2.338,3.98,169641,17,23.7,0.957,0,0.46,0.361,0.946,18396453,Medium
6364,Commercial,Urban,738,4,Steel,Raft,0.859,1.587,2.225,3.04,170028,14,33.67,0.839,46,0.448,0.285,0.539,2345936,Low
6365,Industrial,Semi-Urban,14391,12,Hybrid,Raft,0.607,1.982,1.195,3.48,62538,2,34.36,0.852,7,0.377,0.538,0.841,25994989,High
6366,Industrial,Semi-Urban,9838,11,RCC,Pile,0.895,1.776,1.683,7.56,99690,7,31.09,0.558,44,0.711,0.69,0.586,27125547,High
6367,Residential,Rural,10249,4,RCC,Raft,0.715,1.031,1.921,3.2,62470,16,37.08,0.144,28,0.986,0.858,0.903,12731707,Medium
6368,Industrial,Urban,10849,11,Steel,Strip,0.564,1.493,2.479,5.4,42088,26,18.62,0.635,30,0.333,0.374,0.786,18946335,Medium
6369,Commercial,Semi-Urban,14082,9,Steel,Strip,0.56,0.88,0.853,8.91,65178,17,36.09,0.406,56,0.386,0.145,0.795,10090015,Low
6370,Industrial,Rural,12143,10,Hybrid,Raft,0.582,1.096,1.589,7.77,24678,22,30.27,0.032,34,0.432,0.103,0.673,14897989,Medium
6371,Industrial,Rural,12745,11,RCC,Raft,0.945,1.007,2.48,7.5,171451,4,36.39,0.195,6,0.95,0.86,0.642,32340634,High
6372,Industrial,Rural,8399,6,RCC,Pile,0.995,1.203,2.461,4.65,42419,3,28.32,0.759,30,0.701,0.89,0.732,24319342,High
6373,Residential,Semi-Urban,7645,10,RCC,Pile,0.678,1.615,1.362,6.85,145885,23,23.2,0.631,44,0.37,0.191,0.879,8359056,Low
6374,Commercial,Semi-Urban,6361,6,RCC,Strip,0.646,1.399,0.8,5.99,107554,25,37.43,0.978,49,0.843,0.109,0.584,5601894,Low
6375,Residential,Urban,13551,5,Steel,Raft,0.609,1.919,1.797,6.74,183213,5,36.94,0.923,59,0.938,0.82,0.908,28205988,High
6376,Residential,Urban,17132,6,Steel,Strip,0.912,1.055,2.274,5.61,181731,6,21.69,0.594,55,0.523,0.677,0.74,34008291,High
6377,Residential,Rural,12821,1,Hybrid,Raft,0.605,1.237,1.351,6.19,172572,23,33.6,0.155,31,0.338,0.601,0.726,12149208,Medium
6378,Residential,Rural,4823,13,RCC,Strip,0.962,1.196,2.388,8.93,130907,26,17.28,0.336,29,0.448,0.58,0.508,7068302,Low
6379,Residential,Semi-Urban,3360,5,Steel,Strip,0.834,1.083,1.366,4.98,60308,29,17.15,0.233,11,0.374,0.796,0.562,3996275,Low
6380,Commercial,Semi-Urban,17607,12,Steel,Strip,0.949,1.992,1.837,4.3,64740,28,27.79,0.471,34,0.361,0.364,0.716,39932452,High
6381,Industrial,Urban,15419,6,RCC,Raft,0.777,1.265,2.027,5.69,171292,6,15.89,0.801,9,0.337,0.45,0.991,29869354,High
6382,Residential,Urban,1069,8,Steel,Pile,0.845,1.929,1.387,6.15,126695,6,25.84,0.822,25,0.901,0.17,0.625,2745794,Low
6383,Residential,Urban,8911,4,Hybrid,Pile,0.81,1.269,1.399,3.51,156855,19,34.77,0.178,4,0.269,0.61,0.505,15979322,Medium
6384,Commercial,Semi-Urban,10086,14,Hybrid,Raft,0.916,1.045,1.599,7.84,49077,11,37.24,0.549,22,0.531,0.965,0.718,23577761,High
6385,Commercial,Rural,19718,5,RCC,Pile,0.918,0.943,2.22,5.53,152675,19,21.37,0.677,8,0.212,0.355,0.508,31744245,High
6386,Industrial,Urban,2622,4,Hybrid,Strip,0.795,1.827,0.971,5.48,129905,14,16.92,0.397,32,0.435,0.936,0.668,5800360,Low
6387,Commercial,Urban,14909,7,Steel,Raft,0.816,0.839,1.874,6.95,177309,15,30.77,0.905,36,0.766,0.756,0.677,31436036,High
6388,Industrial,Semi-Urban,3589,10,Hybrid,Raft,0.961,1.957,1.951,7.64,117612,5,21.62,0.359,29,0.362,0.31,0.501,11914183,Medium
6389,Residential,Urban,14742,6,Steel,Pile,0.965,1.302,1.748,8.92,90093,23,15.59,0.49,32,0.999,0.697,0.89,41143366,High
6390,Residential,Rural,7710,14,RCC,Pile,0.832,1.097,2.391,4.04,124462,12,18.28,0.587,1,0.239,0.43,0.956,10835717,Low
6391,Industrial,Semi-Urban,16933,4,RCC,Strip,0.504,1.541,1.823,5.07,92110,13,38.46,0.427,41,0.309,0.21,0.999,15771426,Medium
6392,Commercial,Urban,1014,6,Steel,Raft,0.552,0.959,1.879,4.01,88902,22,36.88,0.964,3,0.83,0.183,0.754,1374826,Low
6393,Industrial,Urban,11483,13,Steel,Pile,0.929,0.887,1.82,8.29,40544,18,35.74,0.76,25,0.981,0.116,0.653,32129008,High
6394,Commercial,Semi-Urban,11470,4,Hybrid,Raft,0.542,1.793,2.027,6.29,159351,3,23.49,0.829,29,0.963,0.818,0.859,24730178,High
6395,Residential,Semi-Urban,11310,12,Steel,Strip,0.607,1.31,1.03,8.11,127784,12,32.86,0.753,34,0.839,0.896,0.868,11522560,Medium
6396,Commercial,Urban,10529,8,RCC,Strip,0.615,1.422,2.32,8.91,154553,5,38.93,0.588,9,0.978,0.534,0.69,19114979,Medium
6397,Industrial,Rural,5171,11,Steel,Strip,0.8,1.012,0.872,6.3,12078,13,29.19,0.028,30,0.873,0.568,0.783,6740143,Low
6398,Industrial,Semi-Urban,18049,3,Hybrid,Raft,0.788,0.874,1.889,3.71,31395,23,23.33,0.765,14,0.246,0.722,0.911,31058985,High
6399,Residential,Rural,10941,8,Hybrid,Raft,0.645,1.241,1.846,5.17,109849,29,34.98,0.613,20,0.877,0.731,0.595,15595932,Medium
6400,Commercial,Urban,914,13,Steel,Raft,0.604,1.407,1.154,3.22,86481,13,25.76,0.081,5,0.587,0.392,0.51,1307886,Low
6401,Commercial,Rural,15593,2,Hybrid,Raft,0.882,1.719,0.869,8.1,117314,6,29.43,0.119,0,0.565,0.243,0.77,26782571,High
6402,Commercial,Urban,17988,6,Hybrid,Raft,0.968,1.401,1.036,3.11,56955,29,28.53,0.481,56,0.202,0.487,0.832,33744178,High
6403,Residential,Urban,2916,8,RCC,Strip,0.526,1.739,1.262,6.55,184071,16,20.44,0.853,9,0.696,0.727,0.787,2978583,Low
6404,Commercial,Urban,6111,1,Steel,Strip,0.567,0.939,2.3,3.64,179145,26,15.02,0.554,1,0.737,0.824,0.798,9146441,Low
6405,Industrial,Urban,15731,6,RCC,Strip,0.821,0.877,2.255,3.05,187897,3,39.97,0.92,55,0.833,0.18,0.697,30308089,High
